ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S0643,malware--6c2550d5-a01a-4bbb-a004-6ead348ba623,Peppy,"[Peppy](https://attack.mitre.org/software/S0643) is a Python-based remote access Trojan, active since at least 2012, with similarities to [Crimson](https://attack.mitre.org/software/S0115).(Citation: Proofpoint Operation Transparent Tribe March 2016)",https://attack.mitre.org/software/S0643,07 September 2021,15 October 2021,enterprise-attack,1.0,,Windows,,malware,"(Citation: Unit 42 ProjectM March 2016),,(Citation: Proofpoint Operation Transparent Tribe March 2016)"
S1145,malware--02739f57-7585-4319-acd3-794ae8ff3a70,Pikabot,"[Pikabot](https://attack.mitre.org/software/S1145) is a backdoor used for initial access and follow-on tool deployment active since early 2023. [Pikabot](https://attack.mitre.org/software/S1145) is notable for extensive use of multiple encoding, encryption, and defense evasion mechanisms to evade defenses and avoid analysis. [Pikabot](https://attack.mitre.org/software/S1145) has some overlaps with [QakBot](https://attack.mitre.org/software/S0650), but insufficient evidence exists to definitively link these two malware families. [Pikabot](https://attack.mitre.org/software/S1145) is frequently used to deploy follow on tools such as [Cobalt Strike](https://attack.mitre.org/software/S0154) or ransomware variants.(Citation: Zscaler Pikabot 2023)(Citation: Elastic Pikabot 2024)(Citation: Logpoint Pikabot 2024)",https://attack.mitre.org/software/S1145,12 July 2024,28 October 2024,enterprise-attack,1.0,"Inna Danilevich, U.S. Bank",Windows,,malware,"(Citation: Latrodectus APR 2024),(Citation: Elastic Pikabot 2024),(Citation: TrendMicro Pikabot 2024),(Citation: Zscaler Pikabot 2024),(Citation: Logpoint Pikabot 2024),(Citation: Elastic Pikabot 2024),(Citation: Zscaler Pikabot 2023)"
S0517,malware--bd7a9e13-69fa-4243-a5e5-04326a63f9f2,Pillowmint,[Pillowmint](https://attack.mitre.org/software/S0517) is a point-of-sale malware used by [FIN7](https://attack.mitre.org/groups/G0046) designed to capture credit card information.(Citation: Trustwave Pillowmint June 2020),https://attack.mitre.org/software/S0517,27 July 2020,26 March 2023,enterprise-attack,1.2,,Windows,,malware,"(Citation: Trustwave Pillowmint June 2020),(Citation: CrowdStrike Carbon Spider August 2021),,(Citation: Trustwave Pillowmint June 2020)"
S0048,malware--ae9d818d-95d0-41da-b045-9cabea1ca164,PinchDuke,[PinchDuke](https://attack.mitre.org/software/S0048) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2008 to 2010. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0048,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: F-Secure The Dukes),,(Citation: F-Secure The Dukes)"
S0097,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47,Ping,[Ping](https://attack.mitre.org/software/S0097) is an operating system utility commonly used to troubleshoot and verify network connections. (Citation: TechNet Ping),https://attack.mitre.org/software/S0097,31 May 2017,06 September 2023,enterprise-attack,1.4,,,,tool,"(Citation: Cybereason Soft Cell June 2019),(Citation: FireEye APT10 April 2017),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Bitdefender Sardonic Aug 2021),(Citation: Group IB APT 41 June 2021),(Citation: ClearSky Siamesekitten August 2021),(Citation: Alperovitch 2014),(Citation: Symantec Shuckworm January 2022),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: Kaspersky ToddyCat Check Logs October 2023),(Citation: Baumgartner Naikon 2015),(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024),(Citation: DFIR Ryuk's Return October 2020),(Citation: DFIR Phosphorus November 2021),(Citation: FireEye APT41 Aug 2019),(Citation: NCC Group APT15 Alive and Strong),(Citation: Microsoft Volt Typhoon May 2023),(Citation: Bitdefender Naikon April 2021),(Citation: Costa AvosLocker May 2022),(Citation: Mandiant APT41),(Citation: TechNet Ping)"
S1031,malware--3a0f6128-0a01-421d-8eca-e57d8671b1f1,PingPull,"[PingPull](https://attack.mitre.org/software/S1031) is a remote access Trojan (RAT) written in Visual C++ that has been used by [GALLIUM](https://attack.mitre.org/groups/G0093) since at least June 2022. [PingPull](https://attack.mitre.org/software/S1031) has been used to target telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam.(Citation: Unit 42 PingPull Jun 2022)",https://attack.mitre.org/software/S1031,09 August 2022,24 October 2022,enterprise-attack,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",Windows,,malware,"(Citation: Unit 42 PingPull Jun 2022),,(Citation: Unit 42 PingPull Jun 2022)"
S0501,malware--8393dac0-0583-456a-9372-fd81691bca20,PipeMon,[PipeMon](https://attack.mitre.org/software/S0501) is a multi-stage modular backdoor used by [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: ESET PipeMon May 2020),https://attack.mitre.org/software/S0501,24 August 2020,11 April 2024,enterprise-attack,1.2,"Martin Smol�r, ESET; Mathieu Tartare, ESET",Windows,,malware,"(Citation: ESET PipeMon May 2020),,(Citation: ESET PipeMon May 2020)"
S0124,malware--b96680d1-5eb3-4f07-b95c-00ab904ac236,Pisloader,"[Pisloader](https://attack.mitre.org/software/S0124) is a malware family that is notable due to its use of DNS as a C2 protocol as well as its use of anti-analysis tactics. It has been used by [APT18](https://attack.mitre.org/groups/G0026) and is similar to another malware family, [HTTPBrowser](https://attack.mitre.org/software/S0070), that has been used by the group. (Citation: Palo Alto DNS Requests)",https://attack.mitre.org/software/S0124,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Palo Alto DNS Requests),,(Citation: Palo Alto DNS Requests)"
S1162,malware--28ad4983-151e-4e30-9792-768470e92b3e,Playcrypt,"[Playcrypt](https://attack.mitre.org/software/S1162) is a ransomware that has been used by [Play](https://attack.mitre.org/groups/G1040) since at least 2022 in attacks against against the business, government, critical infrastructure, healthcare, and media sectors in North America, South America, and Europe. [Playcrypt](https://attack.mitre.org/software/S1162) derives its name from adding the .play extension to encrypted files and has overlap with tactics and tools associated with Hive and Nokoyawa ransomware and infrastructure associated with Quantum ransomware.(Citation: Microsoft PlayCrypt August 2022)(Citation: CISA Play Ransomware Advisory December 2023)(Citation: Trend Micro Ransomware Spotlight Play July 2023)",https://attack.mitre.org/software/S1162,25 September 2024,02 October 2024,enterprise-attack,1.0,"Marco Pedrinazzi, @pedrinazziM",Windows,Play,malware,"(Citation: CISA Play Ransomware Advisory December 2023),(Citation: Trend Micro Ransomware Spotlight Play July 2023),,(Citation: CISA Play Ransomware Advisory December 2023),(Citation: Trend Micro Ransomware Spotlight Play July 2023)"
S0013,malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd,PlugX,[PlugX](https://attack.mitre.org/software/S0013) is a remote access tool (RAT) with modular plugins that has been used by multiple threat groups.(Citation: Lastline PlugX Analysis)(Citation: FireEye Clandestine Fox Part 2)(Citation: New DragonOK)(Citation: Dell TG-3390),https://attack.mitre.org/software/S0013,31 May 2017,10 April 2023,enterprise-attack,3.1,,Windows,"DestroyRAT, Kaba, Korplug, Sogu, TVT, Thoper",malware,"(Citation: Trend Micro DRBControl February 2020),(Citation: Cisco Group 72),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Proofpoint TA459 April 2017),(Citation: apt41_mandiant),(Citation: Cybereason Soft Cell June 2019),(Citation: New DragonOK),(Citation: Dell SecureWorks BRONZE STARLIGHT Profile),(Citation: Bitdefender LuminousMoth July 2021),(Citation: FireEye APT10 April 2017),(Citation: Avira Mustang Panda January 2020),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: FireEye Clandestine Fox Part 2),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Recorded Future REDDELTA July 2020),(Citation: Kaspersky LuminousMoth July 2021),(Citation: Symantec Daggerfly 2023),(Citation: Profero APT27 December 2020),(Citation: Nccgroup Emissary Panda May 2018),(Citation: Novetta-Axiom),(Citation: Kaspersky Winnti April 2013),(Citation: FireEye APT41 Aug 2019),(Citation: DOJ APT10 Dec 2018),(Citation: Proofpoint TA416 Europe March 2022),(Citation: Dell TG-3390),(Citation: Malwarebytes Higaisa 2020),,(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Trend Micro DRBControl February 2020),(Citation: Lastline PlugX Analysis),(Citation: Profero APT27 December 2020),(Citation: FireEye Clandestine Fox Part 2),(Citation: Proofpoint TA416 Europe March 2022),(Citation: Proofpoint ZeroT Feb 2017),(Citation: Unit42 PlugX June 2017),(Citation: Dell TG-3390),(Citation: Stewart 2014),(Citation: Palo Alto PlugX June 2017),(Citation: CIRCL PlugX March 2013),(Citation: FireEye APT10 April 2017)"
S0428,malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,PoetRAT,"[PoetRAT](https://attack.mitre.org/software/S0428) is a remote access trojan (RAT) that was first identified in April 2020. [PoetRAT](https://attack.mitre.org/software/S0428) has been used in multiple campaigns against the private and public sectors in Azerbaijan, including ICS and SCADA systems in the energy sector. The STIBNITE activity group has been observed using the malware. [PoetRAT](https://attack.mitre.org/software/S0428) derived its name from references in the code to poet William Shakespeare. (Citation: Talos PoetRAT April 2020)(Citation: Talos PoetRAT October 2020)(Citation: Dragos Threat Report 2020)",https://attack.mitre.org/software/S0428,27 April 2020,05 August 2024,enterprise-attack,2.3,,Windows,,malware,",,(Citation: Talos PoetRAT October 2020),(Citation: Talos PoetRAT April 2020),(Citation: Dragos Threat Report 2020)"
S0012,malware--b42378e0-f147-496f-992a-26a49705395b,PoisonIvy,[PoisonIvy](https://attack.mitre.org/software/S0012) is a popular remote access tool (RAT) that has been used by many groups.(Citation: FireEye Poison Ivy)(Citation: Symantec Elderwood Sept 2012)(Citation: Symantec Darkmoon Aug 2005),https://attack.mitre.org/software/S0012,31 May 2017,19 September 2024,enterprise-attack,2.2,Darren Spruell,Windows,"Breut, Darkmoon, Poison Ivy",malware,"(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: Cisco Group 72),(Citation: Cybereason Soft Cell June 2019),(Citation: Mandiant APT1),(Citation: Symantec Elderwood Sept 2012),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Villeneuve 2014),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: DustySky),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: Haq 2014),(Citation: Recorded Future REDDELTA July 2020),(Citation: Operation Quantum Entanglement),(Citation: Securelist APT Trends Q2 2017),(Citation: FireEye Operation Molerats),(Citation: Novetta-Axiom),(Citation: DustySky2),(Citation: Microsoft GALLIUM December 2019),(Citation: Mandiant Advanced Persistent Threats),(Citation: FireEye admin@338),(Citation: Cylance Dust Storm),(Citation: Microsoft PoisonIvy 2017),(Citation: Symantec Darkmoon Aug 2005),(Citation: paloalto Tropic Trooper 2016),(Citation: FireEye Poison Ivy),(Citation: FireEye Regsvr32 Targeting Mongolian Gov)"
S0518,malware--3d57dcc4-be99-4613-9482-d5218f5ec13e,PolyglotDuke,[PolyglotDuke](https://attack.mitre.org/software/S0518) is a downloader that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2013. [PolyglotDuke](https://attack.mitre.org/software/S0518) has been used to drop [MiniDuke](https://attack.mitre.org/software/S0051).(Citation: ESET Dukes October 2019),https://attack.mitre.org/software/S0518,23 September 2020,26 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: ESET Dukes October 2019),(Citation: ESET Dukes October 2019),(Citation: ESET Dukes October 2019)"
S0453,malware--222ba512-32d9-49ac-aefd-50ce981ce2ce,Pony,"[Pony](https://attack.mitre.org/software/S0453) is a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for Pony Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors.(Citation: Malwarebytes Pony April 2016)",https://attack.mitre.org/software/S0453,21 May 2020,25 June 2020,enterprise-attack,1.0,"Arie Olshtein, Check Point; Kobi Eisenkraft, Check Point",Windows,,malware,",,(Citation: Malwarebytes Pony April 2016)"
S0378,tool--4b57c098-f043-4da2-83ef-7588a6d426bc,PoshC2,"[PoshC2](https://attack.mitre.org/software/S0378) is an open source remote administration and post-exploitation framework that is publicly available on GitHub. The server-side components of the tool are primarily written in Python, while the implants are written in [PowerShell](https://attack.mitre.org/techniques/T1059/001). Although [PoshC2](https://attack.mitre.org/software/S0378) is primarily focused on Windows implantation, it does contain a basic Python dropper for Linux/macOS.(Citation: GitHub PoshC2)",https://attack.mitre.org/software/S0378,23 April 2019,03 June 2022,enterprise-attack,1.3,,"Linux, Windows, macOS",,tool,"(Citation: mandiant_apt44_unearthing_sandworm),(Citation: Symantec Elfin Mar 2019),(Citation: SecureWorks August 2019),(Citation: FireEye APT33 Guardrail),,(Citation: GitHub PoshC2),(Citation: SecureWorks August 2019)"
S1046,malware--c19d19ae-dd58-4584-8469-966bbeaa80e3,PowGoop,[PowGoop](https://attack.mitre.org/software/S1046) is a loader that consists of a DLL loader and a PowerShell-based downloader; it has been used by [MuddyWater](https://attack.mitre.org/groups/G0069) as their main loader.(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: CYBERCOM Iranian Intel Cyber January 2022),https://attack.mitre.org/software/S1046,29 September 2022,17 October 2022,enterprise-attack,1.0,"Ozer Sarilar, @ozersarilar, STM",Windows,,malware,"(Citation: DHS CISA AA22-055A MuddyWater February 2022),,(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: CYBERCOM Iranian Intel Cyber January 2022)"
S0177,malware--0a9c51e0-825d-4b9b-969d-ce86ed8ce3c3,Power Loader,"[Power Loader](https://attack.mitre.org/software/S0177) is modular code sold in the cybercrime market used as a downloader in malware families such as Carberp, Redyms and Gapz. (Citation: MalwareTech Power Loader Aug 2013) (Citation: WeLiveSecurity Gapz and Redyms Mar 2013)",https://attack.mitre.org/software/S0177,16 January 2018,17 October 2018,enterprise-attack,1.0,,,,malware,",,(Citation: MalwareTech Power Loader Aug 2013),(Citation: WeLiveSecurity Gapz and Redyms Mar 2013)"
S0139,malware--00c3bfcb-99bd-4767-8c03-b08f585f5c8a,PowerDuke,[PowerDuke](https://attack.mitre.org/software/S0139) is a backdoor that was used by [APT29](https://attack.mitre.org/groups/G0016) in 2016. It has primarily been delivered through Microsoft Word or Excel attachments containing malicious macros. (Citation: Volexity PowerDuke November 2016),https://attack.mitre.org/software/S0139,31 May 2017,30 March 2020,enterprise-attack,1.2,,Windows,,malware,"(Citation: Volexity PowerDuke November 2016),,(Citation: Volexity PowerDuke November 2016)"
S1012,malware--35ee9bf3-264b-4411-8a8f-b58cec8f35e4,PowerLess,[PowerLess](https://attack.mitre.org/software/S1012) is a PowerShell-based modular backdoor that has been used by [Magic Hound](https://attack.mitre.org/groups/G0059) since at least 2022.(Citation: Cybereason PowerLess February 2022),https://attack.mitre.org/software/S1012,01 June 2022,28 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: Cybereason PowerLess February 2022),,(Citation: Cybereason PowerLess February 2022)"
S0685,malware--d52291b4-bb23-45a8-aef0-3dc7e986ba15,PowerPunch,[PowerPunch](https://attack.mitre.org/software/S0685) is a lightweight downloader that has been used by [Gamaredon Group](https://attack.mitre.org/groups/G0047) since at least 2021.(Citation: Microsoft Actinium February 2022),https://attack.mitre.org/software/S0685,18 February 2022,22 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: Microsoft Actinium February 2022),,(Citation: Microsoft Actinium February 2022)"
S0441,malware--53486bc7-7748-4716-8190-e4f1fde04c53,PowerShower,[PowerShower](https://attack.mitre.org/software/S0441) is a PowerShell backdoor used by [Inception](https://attack.mitre.org/groups/G0100) for initial reconnaissance and to download and execute second stage payloads.(Citation: Unit 42 Inception November 2018)(Citation: Kaspersky Cloud Atlas August 2019),https://attack.mitre.org/software/S0441,08 May 2020,20 May 2020,enterprise-attack,1.0,,Windows,,malware,"(Citation: Unit 42 Inception November 2018),,(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Unit 42 Inception November 2018)"
S0194,tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d,PowerSploit,"[PowerSploit](https://attack.mitre.org/software/S0194) is an open source, offensive security framework comprised of [PowerShell](https://attack.mitre.org/techniques/T1059/001) modules and scripts that perform a wide range of tasks related to penetration testing such as code execution, persistence, bypassing anti-virus, recon, and exfiltration. (Citation: GitHub PowerSploit May 2012) (Citation: PowerShellMagazine PowerSploit July 2014) (Citation: PowerSploit Documentation)",https://attack.mitre.org/software/S0194,18 April 2018,17 August 2023,enterprise-attack,1.6,,Windows,,tool,"(Citation: CISA AA21-200A APT40 July 2021),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: TrendMicro EarthLusca 2022),(Citation: FireEye APT41 Aug 2019),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: NCC Group TA505),(Citation: Mandiant FIN7 Apr 2022),(Citation: FireEye APT33 Guardrail),(Citation: Cymmetria Patchwork),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: BlackBerry CostaRicto November 2020),(Citation: FoxIT Wocao December 2019),(Citation: GitHub PowerSploit May 2012),(Citation: PowerSploit Invoke Kerberoast),(Citation: Pentestlab Stored Credentials),(Citation: PowerSploit Documentation),(Citation: Harmj0y Kerberoast Nov 2016)"
S0393,malware--dcac85c1-6485-4790-84f6-de5e6f6b91dd,PowerStallion,"[PowerStallion](https://attack.mitre.org/software/S0393) is a lightweight [PowerShell](https://attack.mitre.org/techniques/T1059/001) backdoor used by [Turla](https://attack.mitre.org/groups/G0010), possibly as a recovery access tool to install other backdoors.(Citation: ESET Turla PowerShell May 2019)",https://attack.mitre.org/software/S0393,21 June 2019,09 February 2021,enterprise-attack,1.1,,Windows,,malware,"(Citation: ESET Turla PowerShell May 2019),,(Citation: ESET Turla PowerShell May 2019)"
S1058,malware--1da748a5-875d-4212-9222-b4c23ab861be,Prestige,"[Prestige](https://attack.mitre.org/software/S1058) ransomware has been used by [Sandworm Team](https://attack.mitre.org/groups/G0034) since at least March 2022, including against transportation and related logistics industries in Ukraine and Poland in October 2022.(Citation: Microsoft Prestige ransomware October 2022)",https://attack.mitre.org/software/S1058,20 January 2023,24 February 2023,enterprise-attack,1.0,"Mindaugas Gudzis, BT Security",Windows,,malware,"(Citation: mandiant_apt44_unearthing_sandworm),(Citation: Microsoft Prestige ransomware October 2022),,(Citation: Microsoft Prestige ransomware October 2022)"
S0113,malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69,Prikormka,[Prikormka](https://attack.mitre.org/software/S0113) is a malware family used in a campaign known as Operation Groundbait. It has predominantly been observed in Ukraine and was used as early as 2008. (Citation: ESET Operation Groundbait),https://attack.mitre.org/software/S0113,31 May 2017,11 April 2024,enterprise-attack,1.4,,Windows,,malware,",,(Citation: ESET Operation Groundbait)"
S0654,malware--471d0e9f-2c8a-4e4b-8f3b-f85d2407806e,ProLock,"[ProLock](https://attack.mitre.org/software/S0654) is a ransomware strain that has been used in Big Game Hunting (BGH) operations since at least 2020, often obtaining initial access with [QakBot](https://attack.mitre.org/software/S0650). [ProLock](https://attack.mitre.org/software/S0654) is the successor to PwndLocker ransomware which was found to contain a bug allowing decryption without ransom payment in 2019.(Citation: Group IB Ransomware September 2020)",https://attack.mitre.org/software/S0654,30 September 2021,15 October 2021,enterprise-attack,1.0,,Windows,,malware,",,(Citation: Group IB Ransomware September 2020)"
S0279,malware--c541efb4-e7b1-4ad6-9da8-b4e113f5dd42,Proton,[Proton](https://attack.mitre.org/software/S0279) is a macOS backdoor focusing on data theft and credential access  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0279,17 October 2018,22 January 2021,enterprise-attack,1.2,,macOS,,malware,",,(Citation: objsee mac malware 2017)"
S0238,malware--069af411-9b24-4e85-b26c-623d035bbe84,Proxysvc,[Proxysvc](https://attack.mitre.org/software/S0238) is a malicious DLL used by [Lazarus Group](https://attack.mitre.org/groups/G0032) in a campaign known as Operation GhostSecret. It has appeared to be operating undetected since 2017 and was mostly observed in higher education organizations. The goal of [Proxysvc](https://attack.mitre.org/software/S0238) is to deliver additional payloads to the target and to maintain control for the attacker. It is in the form of a DLL that can also be executed as a standalone process. (Citation: McAfee GhostSecret),https://attack.mitre.org/software/S0238,17 October 2018,30 March 2020,enterprise-attack,1.2,Edward Millington,Windows,,malware,"(Citation: McAfee GhostSecret),,(Citation: McAfee GhostSecret)"
S0029,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,PsExec,[PsExec](https://attack.mitre.org/software/S0029) is a free Microsoft tool that can be used to execute a program on another computer. It is used by IT administrators and attackers.(Citation: Russinovich Sysinternals)(Citation: SANS PsExec),https://attack.mitre.org/software/S0029,31 May 2017,25 September 2024,enterprise-attack,1.7,Janantha Marasinghe,Windows,,tool,"(Citation: Volexity Exchange Marauder March 2021),(Citation: Symantec WastedLocker June 2020),(Citation: NCC Group Chimera January 2021),(Citation: SOCRadar INC Ransom January 2024),(Citation: Cybereason Soft Cell June 2019),(Citation: Mandiant APT1),(Citation: Huntress INC Ransom Group August 2023),(Citation: FireEye APT35 2018),(Citation: Symantec Chafer February 2018),(Citation: CISA Play Ransomware Advisory December 2023),(Citation: Dragos Xenotime 2018),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: Cylance Cleaver),(Citation: FireEye APT10 April 2017),(Citation: ESET Dukes October 2019),(Citation: Group IB Cobalt Aug 2017),(Citation: Kaspersky Carbanak),(Citation: Symantec FIN8 Jul 2023),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Check Point Pay2Key November 2020),(Citation: FireEye FIN6 April 2016),(Citation: Checkpoint MosesStaff Nov 2021),(Citation: Secureworks GOLD IONIC April 2024),(Citation: Mandiant FIN12 Oct 2021),(Citation: CISA GRU29155 2024),(Citation: Securelist DarkVishnya Dec 2018),(Citation: FireEye FIN6 Apr 2019),(Citation: FireEye TRITON 2019),(Citation: BitDefender Chafer May 2020),(Citation: F-Secure The Dukes),(Citation: Dell TG-1314),(Citation: Baumgartner Naikon 2015),(Citation: Symantec Leafminer July 2018),(Citation: Symantec Palmerworm Sep 2020),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: US-CERT TA18-074A),(Citation: Symantec Thrip June 2018),(Citation: Secureworks IRON LIBERTY July 2019),(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024),(Citation: FireEye APT39 Jan 2019),(Citation: Gigamon Berserk Bear October 2021),(Citation: PTSecurity Cobalt Group Aug 2017),(Citation: Microsoft GALLIUM December 2019),(Citation: Cybereason INC Ransomware November 2023),(Citation: Symantec Waterbug Jun 2019),(Citation: CrowdStrike Grim Spider May 2019),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Symantec Dragonfly Sept 2017),(Citation: Dragos Crashoverride 2018),(Citation: Arctic Wolf Akira 2023),(Citation: BlackBerry CostaRicto November 2020),(Citation: FoxIT Wocao December 2019),(Citation: McAfee Night Dragon),(Citation: ESET Dukes October 2019),(Citation: Russinovich Sysinternals),(Citation: NCC Group Fivehands June 2021),(Citation: PsExec Russinovich)"
S0078,malware--dfb5fa9b-3051-4b97-8035-08f80aef945b,Psylo,[Psylo](https://attack.mitre.org/software/S0078) is a shellcode-based Trojan that has been used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029). It has similar characteristics as [FakeM](https://attack.mitre.org/software/S0076). (Citation: Scarlet Mimic Jan 2016),https://attack.mitre.org/software/S0078,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Scarlet Mimic Jan 2016),,(Citation: Scarlet Mimic Jan 2016)"
S0147,malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,Pteranodon,[Pteranodon](https://attack.mitre.org/software/S0147) is a custom backdoor used by [Gamaredon Group](https://attack.mitre.org/groups/G0047). (Citation: Palo Alto Gamaredon Feb 2017),https://attack.mitre.org/software/S0147,31 May 2017,23 August 2022,enterprise-attack,2.1,,Windows,Pterodo,malware,"(Citation: Unit 42 Gamaredon February 2022),(Citation: Microsoft Actinium February 2022),(Citation: Palo Alto Gamaredon Feb 2017),(Citation: Secureworks IRON TILDEN Profile),(Citation: Symantec Shuckworm January 2022),,(Citation: Microsoft Actinium February 2022),(Citation: Palo Alto Gamaredon Feb 2017),(Citation: Unit 42 Gamaredon February 2022),(Citation: Symantec Shuckworm January 2022)"
S0192,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,Pupy,"[Pupy](https://attack.mitre.org/software/S0192) is an open source, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool. (Citation: GitHub Pupy) It is written in Python and can be generated as a payload in several different ways (Windows exe, Python file, PowerShell oneliner/file, Linux elf, APK, Rubber Ducky, etc.). (Citation: GitHub Pupy) [Pupy](https://attack.mitre.org/software/S0192) is publicly available on GitHub. (Citation: GitHub Pupy)",https://attack.mitre.org/software/S0192,18 April 2018,28 September 2023,enterprise-attack,1.3,,"Android, Linux, Windows, macOS",,tool,"(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: Unit 42 Magic Hound Feb 2017),(Citation: FireEye APT35 2018),(Citation: FireEye APT33 Guardrail),,(Citation: GitHub Pupy),(Citation: Red Canary Netwire Linux 2022)"
S1032,malware--2ac41e8b-4865-4ced-839d-78e7852c47f3,PyDCrypt,"[PyDCrypt](https://attack.mitre.org/software/S1032) is malware written in Python designed to deliver [DCSrv](https://attack.mitre.org/software/S1033). It has been used by [Moses Staff](https://attack.mitre.org/groups/G1009) since at least September 2021, with each sample tailored for its intended victim organization.(Citation: Checkpoint MosesStaff Nov 2021)",https://attack.mitre.org/software/S1032,11 August 2022,11 April 2024,enterprise-attack,1.1,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",Windows,,malware,"(Citation: Checkpoint MosesStaff Nov 2021),,(Citation: Checkpoint MosesStaff Nov 2021)"
S0583,malware--a19c1197-9414-46e3-986f-0f609ff4a46b,Pysa,"[Pysa](https://attack.mitre.org/software/S0583) is a ransomware that was first used in October 2018 and has been seen to target particularly high-value finance, government and healthcare organizations.(Citation: CERT-FR PYSA April 2020)",https://attack.mitre.org/software/S0583,01 March 2021,27 April 2021,enterprise-attack,1.0,"Daniyal Naeem, BT Security",Windows,Mespinoza,malware,",,(Citation: CERT-FR PYSA April 2020)"
S0269,malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,QUADAGENT,[QUADAGENT](https://attack.mitre.org/software/S0269) is a PowerShell backdoor used by [OilRig](https://attack.mitre.org/groups/G0049). (Citation: Unit 42 QUADAGENT July 2018),https://attack.mitre.org/software/S0269,17 October 2018,22 March 2023,enterprise-attack,1.2,,Windows,,malware,"(Citation: Unit 42 QUADAGENT July 2018),,(Citation: Unit 42 QUADAGENT July 2018),(Citation: GitHub Invoke-Obfuscation)"
S1076,malware--93289ecf-4d15-4d6b-a9c3-4ab27e145ef4,QUIETCANARY,[QUIETCANARY](https://attack.mitre.org/software/S1076) is a backdoor tool written in .NET that has been used since at least 2022 to gather and exfiltrate data from victim networks.(Citation: Mandiant Suspected Turla Campaign February 2023),https://attack.mitre.org/software/S1076,19 May 2023,25 July 2023,enterprise-attack,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",Windows,Tunnus,malware,",(Citation: Mandiant Suspected Turla Campaign February 2023),(Citation: Mandiant Suspected Turla Campaign February 2023)"
