ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,associated groups,associated groups citations,relationship citations
G1008,intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,SideCopy,"[SideCopy](https://attack.mitre.org/groups/G1008) is a Pakistani threat group that has primarily targeted South Asian countries, including Indian and Afghani government personnel, since at least 2019. [SideCopy](https://attack.mitre.org/groups/G1008)'s name comes from its infection chain that tries to mimic that of [Sidewinder](https://attack.mitre.org/groups/G0121), a suspected Indian threat group.(Citation: MalwareBytes SideCopy Dec 2021)",https://attack.mitre.org/groups/G1008,07 August 2022,24 October 2022,enterprise-attack,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,",(Citation: MalwareBytes SideCopy Dec 2021),"
G0121,intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,Sidewinder,"[Sidewinder](https://attack.mitre.org/groups/G0121) is a suspected Indian threat actor group that has been active since at least 2012. They have been observed targeting government, military, and business entities throughout Asia, primarily focusing on Pakistan, China, Nepal, and Afghanistan.(Citation: ATT Sidewinder January 2021)(Citation: Securelist APT Trends April 2018)(Citation: Cyble Sidewinder September 2020)",https://attack.mitre.org/groups/G0121,27 January 2021,11 April 2024,enterprise-attack,1.2,"Daniyal Naeem, BT Security; Lacework Labs","Rattlesnake, T-APT-04","(Citation: Cyble Sidewinder September 2020), (Citation: Cyble Sidewinder September 2020)","(Citation: ATT Sidewinder January 2021),(Citation: ATT Sidewinder January 2021),(Citation: Rewterz Sidewinder COVID-19 June 2020),(Citation: Cyble Sidewinder September 2020),(Citation: Rewterz Sidewinder APT April 2020),"
G0091,intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,Silence,"[Silence](https://attack.mitre.org/groups/G0091) is a financially motivated threat actor targeting financial institutions in different countries. The group was first seen in June 2016. Their main targets reside in Russia, Ukraine, Belarus, Azerbaijan, Poland and Kazakhstan. They compromised various banking systems, including the Russian Central Bank's Automated Workstation Client, ATMs, and card processing.(Citation: Cyber Forensicator Silence Jan 2019)(Citation: SecureList Silence Nov 2017) ",https://attack.mitre.org/groups/G0091,24 May 2019,22 March 2023,enterprise-attack,2.2,"Oleg Skulkin, Group-IB",Whisper Spider,(Citation: Crowdstrike GTR2020 Mar 2020),"(Citation: Group IB Silence Aug 2019),(Citation: Group IB Silence Sept 2018),(Citation: SecureList Silence Nov 2017),(Citation: Group IB Silence Sept 2018),(Citation: Group IB Silence Aug 2019),(Citation: SecureList Silence Nov 2017),(Citation: Cyber Forensicator Silence Jan 2019),"
G0122,intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,Silent Librarian,"[Silent Librarian](https://attack.mitre.org/groups/G0122) is a group that has targeted research and proprietary data at universities, government agencies, and private sector companies worldwide since at least 2013. Members of  [Silent Librarian](https://attack.mitre.org/groups/G0122) are known to have been affiliated with the Iran-based Mabna Institute which has conducted cyber intrusions at the behest of the government of Iran, specifically the Islamic Revolutionary Guard Corps (IRGC).(Citation: DOJ Iran Indictments March 2018)(Citation: Phish Labs Silent Librarian)(Citation: Malwarebytes Silent Librarian October 2020)",https://attack.mitre.org/groups/G0122,03 February 2021,21 April 2021,enterprise-attack,1.0,,"COBALT DICKENS, TA407","(Citation: Secureworks COBALT DICKENS August 2018)(Citation: Secureworks COBALT DICKENS September 2019)(Citation: Proofpoint TA407 September 2019)(Citation: Malwarebytes Silent Librarian October 2020), (Citation: Proofpoint TA407 September 2019)(Citation: Malwarebytes Silent Librarian October 2020)",",(Citation: Secureworks COBALT DICKENS September 2019),(Citation: DOJ Iran Indictments March 2018),(Citation: Secureworks COBALT DICKENS August 2018),(Citation: Malwarebytes Silent Librarian October 2020),(Citation: Phish Labs Silent Librarian),(Citation: Proofpoint TA407 September 2019),"
G0083,intrusion-set--76565741-3452-4069-ab08-80c0ea95bbeb,SilverTerrier,"[SilverTerrier](https://attack.mitre.org/groups/G0083) is a Nigerian threat group that has been seen active since 2014. [SilverTerrier](https://attack.mitre.org/groups/G0083) mainly targets organizations in high technology, higher education, and manufacturing.(Citation: Unit42 SilverTerrier 2018)(Citation: Unit42 SilverTerrier 2016)",https://attack.mitre.org/groups/G0083,29 January 2019,27 September 2023,enterprise-attack,1.2,,,,"(Citation: Unit42 SilverTerrier 2018),(Citation: Unit42 SilverTerrier 2016),(Citation: Unit42 SilverTerrier 2018),"
G0054,intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e,Sowbug,"[Sowbug](https://attack.mitre.org/groups/G0054) is a threat group that has conducted targeted attacks against organizations in South America and Southeast Asia, particularly government entities, since at least 2015. (Citation: Symantec Sowbug Nov 2017)",https://attack.mitre.org/groups/G0054,16 January 2018,30 March 2020,enterprise-attack,1.1,"Alan Neville, @abnev",,,"(Citation: Symantec Sowbug Nov 2017),(Citation: Symantec Sowbug Nov 2017),"
G1033,intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,Star Blizzard,"[Star Blizzard](https://attack.mitre.org/groups/G1033) is a cyber espionage and influence group originating in Russia that has been active since at least 2019. [Star Blizzard](https://attack.mitre.org/groups/G1033) campaigns align closely with Russian state interests and have included persistent phishing and credential theft against academic, defense, government, NGO, and think tank organizations in NATO countries, particularly the US and the UK.(Citation: Microsoft Star Blizzard August 2022)(Citation: CISA Star Blizzard Advisory December 2023)(Citation: StarBlizzard)(Citation: Google TAG COLDRIVER January 2024)
",https://attack.mitre.org/groups/G1033,14 June 2024,14 June 2024,enterprise-attack,1.0,"Aung Kyaw Min Naing, @Nolan","COLDRIVER, Callisto Group, SEABORGIUM, TA446","(Citation: Google TAG COLDRIVER January 2024), (Citation: CISA Star Blizzard Advisory December 2023), (Citation: Microsoft Star Blizzard August 2022), (Citation: CISA Star Blizzard Advisory December 2023)","(Citation: Google TAG COLDRIVER January 2024),(Citation: Google TAG COLDRIVER January 2024),(Citation: CISA Star Blizzard Advisory December 2023),(Citation: StarBlizzard),(Citation: Microsoft Star Blizzard August 2022),"
G0038,intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,Stealth Falcon,"[Stealth Falcon](https://attack.mitre.org/groups/G0038) is a threat group that has conducted targeted spyware attacks against Emirati journalists, activists, and dissidents since at least 2012. Circumstantial evidence suggests there could be a link between this group and the United Arab Emirates (UAE) government, but that has not been confirmed. (Citation: Citizen Lab Stealth Falcon May 2016)",https://attack.mitre.org/groups/G0038,31 May 2017,23 November 2020,enterprise-attack,1.2,,,,",(Citation: Citizen Lab Stealth Falcon May 2016),"
G0041,intrusion-set--277d2f87-2ae5-4730-a3aa-50c1fdff9656,Strider,"[Strider](https://attack.mitre.org/groups/G0041) is a threat group that has been active since at least 2011 and has targeted victims in Russia, China, Sweden, Belgium, Iran, and Rwanda.(Citation: Symantec Strider Blog)(Citation: Kaspersky ProjectSauron Blog)",https://attack.mitre.org/groups/G0041,31 May 2017,29 June 2020,enterprise-attack,1.1,,ProjectSauron,ProjectSauron is used to refer both to the threat group also known as G0041 as well as the malware platform also known as S0125. (Citation: Kaspersky ProjectSauron Blog) (Citation: Kaspersky ProjectSauron Full Report),"(Citation: Kaspersky ProjectSauron Blog),(Citation: Symantec Strider Blog),(Citation: Kaspersky ProjectSauron Blog),(Citation: Kaspersky ProjectSauron Full Report),"
G0039,intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,Suckfly,[Suckfly](https://attack.mitre.org/groups/G0039) is a China-based threat group that has been active since at least 2014. (Citation: Symantec Suckfly March 2016),https://attack.mitre.org/groups/G0039,31 May 2017,15 April 2022,enterprise-attack,1.1,,,,"(Citation: Symantec Suckfly March 2016),(Citation: Symantec Suckfly May 2016),(Citation: Symantec Suckfly March 2016),(Citation: Symantec Suckfly May 2016),"
G1018,intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,TA2541,"[TA2541](https://attack.mitre.org/groups/G1018) is a cybercriminal group that has been targeting the aviation, aerospace, transportation, manufacturing, and defense industries since at least 2017. [TA2541](https://attack.mitre.org/groups/G1018) campaigns are typically high volume and involve the use of commodity remote access tools obfuscated by crypters and themes related to aviation, transportation, and travel.(Citation: Proofpoint TA2541 February 2022)(Citation: Cisco Operation Layover September 2021)",https://attack.mitre.org/groups/G1018,12 September 2023,10 April 2024,enterprise-attack,1.1,"Aaron Jornet; Pooja Natarajan, NEC Corporation India",,,"(Citation: Cisco Operation Layover September 2021),(Citation: Telefonica Snip3 December 2021),(Citation: FireEye NETWIRE March 2019),(Citation: Morphisec Snip3 May 2021),(Citation: Proofpoint TA2541 February 2022),(Citation: Cisco Operation Layover September 2021),(Citation: Telefonica Snip3 December 2021),(Citation: Proofpoint TA2541 February 2022),(Citation: FireEye NETWIRE March 2019),"
G0062,intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,TA459,"[TA459](https://attack.mitre.org/groups/G0062) is a threat group believed to operate out of China that has targeted countries including Russia, Belarus, Mongolia, and others. (Citation: Proofpoint TA459 April 2017)",https://attack.mitre.org/groups/G0062,18 April 2018,30 March 2020,enterprise-attack,1.1,"Valerii Marchuk, Cybersecurity Help s.r.o.",,,"(Citation: Proofpoint TA459 April 2017),(Citation: Proofpoint TA459 April 2017),"
G0092,intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,TA505,"[TA505](https://attack.mitre.org/groups/G0092) is a cyber criminal group that has been active since at least 2014. [TA505](https://attack.mitre.org/groups/G0092) is known for frequently changing malware, driving global trends in criminal malware distribution, and ransomware campaigns involving [Clop](https://attack.mitre.org/software/S0611).(Citation: Proofpoint TA505 Sep 2017)(Citation: Proofpoint TA505 June 2018)(Citation: Proofpoint TA505 Jan 2019)(Citation: NCC Group TA505)(Citation: Korean FSI TA505 2020)",https://attack.mitre.org/groups/G0092,28 May 2019,10 April 2024,enterprise-attack,3.0,,"CHIMBORAZO, Hive0065, Spandex Tempest","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: IBM TA505 April 2020), (Citation: Microsoft Threat Actor Naming July 2023)","(Citation: Proofpoint TA505 June 2018),(Citation: Proofpoint TA505 October 2019),(Citation: Trend Micro TA505 June 2019),(Citation: NCC Group TA505),(Citation: BlackBerry Amadey 2020),(Citation: IBM TA505 April 2020),(Citation: Proofpoint TA505 Sep 2017),(Citation: Deep Instinct TA505 Apr 2019),(Citation: Unit42 Clop April 2021),(Citation: Korean FSI TA505 2020),(Citation: Proofpoint TA505 Jan 2019),(Citation: Proofpoint TA505 Mar 2018),(Citation: Cybereason Clop Dec 2020),(Citation: Cybereason TA505 April 2019),(Citation: Proofpoint TA505 June 2018),(Citation: Proofpoint TA505 October 2019),(Citation: Trend Micro TA505 June 2019),(Citation: NCC Group TA505),(Citation: IBM TA505 April 2020),(Citation: Proofpoint TA505 Sep 2017),(Citation: Deep Instinct TA505 Apr 2019),(Citation: Korean FSI TA505 2020),(Citation: ProofPoint SettingContent-ms July 2018),(Citation: Proofpoint TA505 Jan 2019),(Citation: TrendMicro TA505 Aug 2019),(Citation: Proofpoint TA505 Mar 2018),(Citation: Cybereason TA505 April 2019),"
G0127,intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,TA551,"[TA551](https://attack.mitre.org/groups/G0127) is a financially-motivated threat group that has been active since at least 2018. (Citation: Secureworks GOLD CABIN) The group has primarily targeted English, German, Italian, and Japanese speakers through email-based malware distribution campaigns. (Citation: Unit 42 TA551 Jan 2021)",https://attack.mitre.org/groups/G0127,19 March 2021,22 March 2023,enterprise-attack,1.2,"Ryo Tamura, SecureBrain Corporation; Shotaro Hamamoto, NEC Solution Innovators, Ltd; Shuhei Sasada, Cyber Defense Institute, Inc; Takuma Matsumoto, LAC Co., Ltd; Yusuke Niwa, ITOCHU Corporation","GOLD CABIN, Shathak","(Citation: Secureworks GOLD CABIN), (Citation: Unit 42 Valak July 2020)(Citation: Unit 42 TA551 Jan 2021)","(Citation: Unit 42 Valak July 2020),(Citation: ATT QakBot April 2021),(Citation: Unit 42 TA551 Jan 2021),(Citation: Cybereason Valak May 2020),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 TA551 Jan 2021),(Citation: Unit 42 Valak July 2020),(Citation: Secureworks GOLD CABIN),"
G1037,intrusion-set--13ef3485-70d2-4567-b934-0e83c1eafcf1,TA577,"[TA577](https://attack.mitre.org/groups/G1037) is an initial access broker (IAB) that has distributed [QakBot](https://attack.mitre.org/software/S0650) and [Pikabot](https://attack.mitre.org/software/S1145), and was among the first observed groups distributing [Latrodectus](https://attack.mitre.org/software/S1160) in 2023.(Citation: Latrodectus APR 2024)",https://attack.mitre.org/groups/G1037,17 September 2024,17 September 2024,enterprise-attack,1.0,,,,"(Citation: Latrodectus APR 2024),(Citation: Latrodectus APR 2024),"
G1038,intrusion-set--a5cfbc79-316c-42f2-915d-6e8fef4085f8,TA578,"[TA578](https://attack.mitre.org/groups/G1038) is a threat actor that has used contact forms and email to initiate communications with victims and to distribute malware including [Latrodectus](https://attack.mitre.org/software/S1160), [IcedID](https://attack.mitre.org/software/S0483), and [Bumblebee](https://attack.mitre.org/software/S1039).(Citation: Latrodectus APR 2024)(Citation: Bitsight Latrodectus June 2024)",https://attack.mitre.org/groups/G1038,17 September 2024,17 September 2024,enterprise-attack,1.0,,,,"(Citation: Bitsight Latrodectus June 2024),(Citation: Latrodectus APR 2024),(Citation: Latrodectus APR 2024),"
G0088,intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4,TEMP.Veles,"[TEMP.Veles](https://attack.mitre.org/groups/G0088) is a Russia-based threat group that has targeted critical infrastructure. The group has been observed utilizing [TRITON](https://attack.mitre.org/software/S0609), a malware framework designed to manipulate industrial safety systems.(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018)(Citation: FireEye TEMP.Veles JSON April 2019)",https://attack.mitre.org/groups/G0088,16 April 2019,17 April 2024,"enterprise-attack,ics-attack",1.4,Dragos Threat Intelligence,XENOTIME,"The activity group XENOTIME, as defined by Dragos, has overlaps with activity reported upon by FireEye about TEMP.Veles as well as the actors behind [TRITON](https://attack.mitre.org/software/S0609).(Citation: Dragos Xenotime 2018)(Citation: Pylos Xenotime 2019)(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018)","(Citation: FireEye TRITON 2019),(Citation: Dragos Xenotime 2018),,(Citation: FireEye TRITON 2019),(Citation: FireEye TRITON Dec 2017),(Citation: FireEye TEMP.Veles 2018)"
G0139,intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,TeamTNT,[TeamTNT](https://attack.mitre.org/groups/G0139) is a threat group that has primarily targeted cloud and containerized environments. The group as been active since at least October 2019 and has mainly focused its efforts on leveraging cloud and container resources to deploy cryptocurrency miners in victim environments.(Citation: Palo Alto Black-T October 2020)(Citation: Lacework TeamTNT May 2021)(Citation: Intezer TeamTNT September 2020)(Citation: Cado Security TeamTNT Worm August 2020)(Citation: Unit 42 Hildegard Malware)(Citation: Trend Micro TeamTNT)(Citation: ATT TeamTNT Chimaera September 2020)(Citation: Aqua TeamTNT August 2020)(Citation: Intezer TeamTNT Explosion September 2021),https://attack.mitre.org/groups/G0139,01 October 2021,16 September 2024,enterprise-attack,1.3,"Darin Smith, Cisco; Will Thomas, Cyjax",,,"(Citation: ATT TeamTNT Chimaera September 2020),(Citation: Palo Alto Black-T October 2020),(Citation: Unit 42 Hildegard Malware),(Citation: TeamTNT Cloud Enumeration),(Citation: Unit 42 Hildegard Malware),(Citation: Trend Micro TeamTNT),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: Lacework TeamTNT May 2021),(Citation: Aqua TeamTNT August 2020),(Citation: Palo Alto Black-T October 2020),(Citation: Talos TeamTNT),(Citation: ATT TeamTNT Chimaera September 2020),(Citation: Intezer TeamTNT September 2020),(Citation: Cisco Talos Intelligence Group),"
G0089,intrusion-set--6688d679-ccdb-4f12-abf6-c7545dd767a4,The White Company,"[The White Company](https://attack.mitre.org/groups/G0089) is a likely state-sponsored threat actor with advanced capabilities. From 2017 through 2018, the group led an espionage campaign called Operation Shaheen targeting government and military organizations in Pakistan.(Citation: Cylance Shaheen Nov 2018)",https://attack.mitre.org/groups/G0089,02 May 2019,30 March 2020,enterprise-attack,1.1,,,,"(Citation: Cylance Shaheen Nov 2018),(Citation: Cylance Shaheen Nov 2018),"
G0028,intrusion-set--d519164e-f5fa-4b8c-a1fb-cf0172ad0983,Threat Group-1314,[Threat Group-1314](https://attack.mitre.org/groups/G0028) is an unattributed threat group that has used compromised credentials to log into a victim's remote access infrastructure. (Citation: Dell TG-1314),https://attack.mitre.org/groups/G0028,31 May 2017,19 March 2020,enterprise-attack,1.1,,TG-1314,(Citation: Dell TG-1314),"(Citation: Dell TG-1314),(Citation: Dell TG-1314),"
G0027,intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,Threat Group-3390,"[Threat Group-3390](https://attack.mitre.org/groups/G0027) is a Chinese threat group that has extensively used strategic Web compromises to target victims.(Citation: Dell TG-3390) The group has been active since at least 2010 and has targeted organizations in the aerospace, government, defense, technology, energy, manufacturing and gambling/betting sectors.(Citation: SecureWorks BRONZE UNION June 2017)(Citation: Securelist LuckyMouse June 2018)(Citation: Trend Micro DRBControl February 2020)",https://attack.mitre.org/groups/G0027,31 May 2017,10 April 2024,enterprise-attack,2.2,"Daniyal Naeem, BT Security; Kyaw Pyiyt Htet, @KyawPyiytHtet","APT27, BRONZE UNION, Earth Smilodon, Emissary Panda, Iron Tiger, LuckyMouse, TG-3390","(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: SecureWorks BRONZE UNION June 2017)(Citation: Nccgroup Emissary Panda May 2018), (Citation: Trend Micro Iron Tiger April 2021), (Citation: Gallagher 2015)(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Unit42 Emissary Panda May 2019)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Dell TG-3390)(Citation: Nccgroup Emissary Panda May 2018)(Citation: Hacker News LuckyMouse June 2018)","(Citation: Secureworks BRONZEUNION Feb 2019),(Citation: Trend Micro DRBControl February 2020),(Citation: Talent-Jump Clambling February 2020),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Profero APT27 December 2020),(Citation: Unit42 Emissary Panda May 2019),(Citation: Nccgroup Emissary Panda May 2018),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Hacker News LuckyMouse June 2018),(Citation: Dell TG-3390),(Citation: Securelist LuckyMouse June 2018),(Citation: Trend Micro DRBControl February 2020),(Citation: Lunghi Iron Tiger Linux),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Profero APT27 December 2020),(Citation: Unit42 Emissary Panda May 2019),(Citation: Nccgroup Emissary Panda May 2018),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Hacker News LuckyMouse June 2018),(Citation: Gallagher 2015),(Citation: Dell TG-3390),(Citation: Securelist LuckyMouse June 2018),"
G0076,intrusion-set--d69e568e-9ac8-4c08-b32c-d93b43ba9172,Thrip,"[Thrip](https://attack.mitre.org/groups/G0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the U.S. and Southeast Asia. The group uses custom malware as well as ""living off the land"" techniques. (Citation: Symantec Thrip June 2018)",https://attack.mitre.org/groups/G0076,17 October 2018,12 October 2021,enterprise-attack,1.2,,,,"(Citation: Symantec Thrip June 2018),(Citation: Symantec Thrip June 2018),"
G1022,intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,ToddyCat,[ToddyCat](https://attack.mitre.org/groups/G1022) is a sophisticated threat group that has been active since at least 2020 using custom loaders and malware in multi-stage infection chains against government and military targets across Europe and Asia.(Citation: Kaspersky ToddyCat June 2022)(Citation: Kaspersky ToddyCat Check Logs October 2023),https://attack.mitre.org/groups/G1022,03 January 2024,14 February 2024,enterprise-attack,1.0,,,,"(Citation: Kaspersky ToddyCat Check Logs October 2023),(Citation: Kaspersky ToddyCat June 2022),(Citation: Kaspersky ToddyCat Check Logs October 2023),(Citation: Kaspersky ToddyCat June 2022),"
G0131,intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,Tonto Team,"[Tonto Team](https://attack.mitre.org/groups/G0131) is a suspected Chinese state-sponsored cyber espionage threat group that has primarily targeted South Korea, Japan, Taiwan, and the United States since at least 2009; by 2020 they expanded operations to include other Asian as well as Eastern European countries. [Tonto Team](https://attack.mitre.org/groups/G0131) has targeted government, military, energy, mining, financial, education, healthcare, and technology organizations, including through the Heartbeat Campaign (2009-2012) and Operation Bitter Biscuit (2017).(Citation: Kaspersky CactusPete Aug 2020)(Citation: ESET Exchange Mar 2021)(Citation: FireEye Chinese Espionage October 2019)(Citation: ARS Technica China Hack SK April 2017)(Citation: Trend Micro HeartBeat Campaign January 2013)(Citation: Talos Bisonal 10 Years March 2020)",https://attack.mitre.org/groups/G0131,05 May 2021,27 January 2022,enterprise-attack,1.1,,"BRONZE HUNTLEY, CactusPete, Earth Akhlut, Karma Panda","(Citation: Secureworks BRONZE HUNTLEY ), (Citation: Kaspersky CactusPete Aug 2020), (Citation: TrendMicro Tonto Team October 2020), (Citation: Kaspersky CactusPete Aug 2020)(Citation: CrowdStrike Manufacturing Threat July 2020)","(Citation: TrendMicro Tonto Team October 2020),(Citation: Talos Bisonal Mar 2020),(Citation: Secureworks BRONZE HUNTLEY ),(Citation: Kaspersky CactusPete Aug 2020),(Citation: ESET Exchange Mar 2021),(Citation: Talos Bisonal Mar 2020),(Citation: TrendMicro Tonto Team October 2020),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Talos Bisonal 10 Years March 2020),"
G0134,intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,Transparent Tribe,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) is a suspected Pakistan-based threat group that has been active since at least 2013, primarily targeting diplomatic, defense, and research organizations in India and Afghanistan.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021)",https://attack.mitre.org/groups/G0134,02 September 2021,10 April 2024,enterprise-attack,1.2,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","APT36, COPPER FIELDSTONE, Mythic Leopard, ProjectM","(Citation: Talos Transparent Tribe May 2021), (Citation: Secureworks COPPER FIELDSTONE Profile), (Citation: Crowdstrike Mythic Leopard Profile)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021), (Citation: Unit 42 ProjectM March 2016)(Citation: Kaspersky Transparent Tribe August 2020)","(Citation: Talos Oblique RAT March 2021),(Citation: Unit 42 ProjectM March 2016),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Unit 42 ProjectM March 2016),(Citation: Kaspersky Transparent Tribe August 2020),(Citation: Talos Transparent Tribe May 2021),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Talos Oblique RAT March 2021),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
G0081,intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,Tropic Trooper,"[Tropic Trooper](https://attack.mitre.org/groups/G0081) is an unaffiliated threat group that has led targeted campaigns against targets in Taiwan, the Philippines, and Hong Kong. [Tropic Trooper](https://attack.mitre.org/groups/G0081) focuses on targeting government, healthcare, transportation, and high-tech industries and has been active since 2011.(Citation: TrendMicro Tropic Trooper Mar 2018)(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper May 2020)",https://attack.mitre.org/groups/G0081,29 January 2019,18 April 2024,enterprise-attack,1.5,Edward Millington,"KeyBoy, Pirate Panda","(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper Mar 2018), (Citation: Crowdstrike Pirate Panda April 2020)","(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: CitizenLab Tropic Trooper Aug 2018),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: TrendMicro Tropic Trooper Mar 2018),(Citation: Recorded Future RedEcho Feb 2021),(Citation: TrendMicro TropicTrooper 2015),(Citation: Anomali Pirate Panda April 2020),(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: PWC KeyBoys Feb 2017),(Citation: CitizenLab Tropic Trooper Aug 2018),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: TrendMicro Tropic Trooper Mar 2018),(Citation: CitizenLab KeyBoy Nov 2016),(Citation: TrendMicro TropicTrooper 2015),"
